x,y,dx2023,dy2023
125.0,33.0000000000003,0.07388609208599917,0.005463172076602518
125.05,33.0000000000003,0.07441625143800934,0.006414081574398267
125.1,33.0000000000003,0.07481618588801098,0.007415438293300269
125.15,33.0000000000003,0.07519842847399616,0.008435211862398262
125.2,33.0000000000003,0.0756229126119905,0.009564967573403749
125.25,33.0000000000003,0.07588486148000584,0.010756634075100635
125.3,33.0000000000003,0.07630830993200277,0.011988074394302828
125.35,33.0000000000003,0.07647195604801027,0.013262952219498914
125.4,33.0000000000003,0.07684804754499908,0.014588109623105083
125.45,33.0000000000003,0.07693361446600022,0.015953390829302805
125.5,33.0000000000003,0.07722899990299936,0.01742366814470131
125.55,33.0000000000003,0.07721248286900106,0.01896860801700484
125.6,33.0000000000003,0.07738671429000021,0.020553078580398676
125.65,33.0000000000003,0.07734088743998768,0.022206606225005032
125.7,33.0000000000003,0.0773850161690035,0.02392128487630174
125.75,33.0000000000003,0.07733489695300477,0.02571425883180467
125.8,33.0000000000003,0.07723666618299774,0.027582323256098107
125.85,33.0000000000003,0.07712129598100148,0.02956717782380025
125.9,33.0000000000003,0.07683751632299618,0.03166786703020108
125.95,33.0000000000003,0.07658506444299462,0.033876806697200834
126.0,33.0000000000003,0.07610040816099684,0.036257513014604115
126.05,33.0000000000003,0.07560438202200714,0.0388740987891012
126.1,33.0000000000003,0.07476561914000968,0.04170540090220243
126.15,33.0000000000003,0.07372585294798739,0.044684711537804844
126.2,33.0000000000003,0.07218442164599992,0.04772003344270104
126.25,33.0000000000003,0.07027390899199304,0.0508109682312039
126.3,33.0000000000003,0.06786549782499662,0.053536245272901795
126.35,33.0000000000003,0.06512656284201057,0.055750476883304145
126.4,33.0000000000003,0.06210332315599487,0.05780166030110223
126.45,33.0000000000003,0.05885720019999496,0.059851683786000365
126.5,33.0000000000003,0.055431263437995426,0.06148926383760056
126.55,33.0000000000003,0.0518576726559985,0.06256334648180228
126.6,33.0000000000003,0.04827729879301046,0.06310107155150035
126.65,33.0000000000003,0.044688587216001,0.06332580112790254
126.7,33.0000000000003,0.041233231636994105,0.06344914148100145
126.75,33.0000000000003,0.03793044828999825,0.0632521462108997
126.8,33.0000000000003,0.03483194442200954,0.06257260862110314
126.85,33.0000000000003,0.03198593983201192,0.06173708368360309
126.9,33.0000000000003,0.029332813195992458,0.060762245562102635
126.95,33.0000000000003,0.026957510798993667,0.05972791311940284
127.0,33.0000000000003,0.024681211830994698,0.05870262728920039
127.05,33.0000000000003,0.02267661385999986,0.057587061893798364
127.1,33.0000000000003,0.020719337231000168,0.056599630962601566
127.15,33.0000000000003,0.018934781318989735,0.055753439346702294
127.2,33.0000000000003,0.01709948645599013,0.05489050517390126
127.25,33.0000000000003,0.015420704331006618,0.05392828279120465
127.3,33.0000000000003,0.013700247250000075,0.05312352125370268
127.35,33.0000000000003,0.0120978113910013,0.05231884391839969
127.4,33.0000000000003,0.010447698317989307,0.0514013989209019
127.45,33.0000000000003,0.008889462870001807,0.05047735642610007
127.5,33.0000000000003,0.007308982910004147,0.04957743706739848
127.55,33.0000000000003,0.005805811075006773,0.04868938195700423
127.6,33.0000000000003,0.004316797689000396,0.04775023579870208
127.65,33.0000000000003,0.002886708598992982,0.046660674000698066
127.7,33.0000000000003,0.0014957318060027092,0.04553476584469962
127.75,33.0000000000003,0.00015359770300449327,0.04444226787530425
127.8,33.0000000000003,-0.0011350660259950018,0.0433150387957042
127.85,33.0000000000003,-0.0023705676979943746,0.04215249626660267
127.9,33.0000000000003,-0.0035429444540113764,0.04096021869290212
127.95,33.0000000000003,-0.004646266819008815,0.039765147914700094
128.0,33.0000000000003,-0.005692582194001261,0.03855351748629943
128.05,33.0000000000003,-0.006646626071017181,0.03725082012039849
128.1,33.0000000000003,-0.007566057979005336,0.03598563732990101
128.15,33.0000000000003,-0.00837707455701775,0.034764965202704445
128.2,33.0000000000003,-0.009175013452988878,0.0334701967771025
128.25,33.0000000000003,-0.009846259211997221,0.03216457321610022
128.3,33.0000000000003,-0.010521544474016764,0.030869219279502147
128.35,33.0000000000003,-0.011064376142996935,0.029568110350403742
128.4,33.0000000000003,-0.011603948318992252,0.028321333865001463
128.45,33.0000000000003,-0.012004517824976801,0.027090805675804575
128.5,33.0000000000003,-0.01237253616199041,0.025908810260901305
128.55,33.0000000000003,-0.012628020991002131,0.02470367506940363
128.6,33.0000000000003,-0.012836292189007281,0.02356219891990463
128.65,33.0000000000003,-0.013014688664014784,0.02254820470930241
128.7,33.0000000000003,-0.013122950846991444,0.021450624292498333
128.75,33.0000000000003,-0.013223285440005839,0.020354359730099247
128.8,33.0000000000003,-0.013205903911000405,0.01935670123150146
128.85,33.0000000000003,-0.013250039013001924,0.01839772581680421
128.9,33.0000000000003,-0.013120901745992342,0.017565090069602718
128.95,33.0000000000003,-0.013082166179998467,0.016820817517398723
