x,y,dxdefault,dydefault
128.15,33.0000000000003,0,0
128.2,33.0000000000003,0,0
128.25,33.0000000000003,0,0
128.3,33.0000000000003,0,0
128.35,33.0000000000003,0,0
128.4,33.0000000000003,0,0
128.45,33.0000000000003,0,0
128.5,33.0000000000003,0,0
128.55,33.0000000000003,0,0
128.6,33.0000000000003,0,0
128.65,33.0000000000003,0,0
128.7,33.0000000000003,0,0
128.75,33.0000000000003,0,0
128.8,33.0000000000003,0,0
128.85,33.0000000000003,0,0
128.9,33.0000000000003,0,0
128.95,33.0000000000003,0,0
129.0,33.0000000000003,0,0
129.05,33.0000000000003,0,0
129.1,33.0000000000003,0,0
129.15,33.0000000000003,0,0
129.2,33.0000000000003,0,0
129.25,33.0000000000003,0,0
129.3,33.0000000000003,0,0
129.35,33.0000000000003,0,0
129.4,33.0000000000003,0,0
129.45,33.0000000000003,0,0
129.5,33.0000000000003,0,0
129.55,33.0000000000003,0,0
129.6,33.0000000000003,0,0
129.65,33.0000000000003,0,0
129.7,33.0000000000003,0,0
129.75,33.0000000000003,0,0
129.8,33.0000000000003,0,0
129.85,33.0000000000003,0,0
129.9,33.0000000000003,0,0
129.95,33.0000000000003,0,0
130.0,33.0000000000003,0,0
130.05,33.0000000000003,0,0
130.1,33.0000000000003,0,0
130.15,33.0000000000003,0,0
130.2,33.0000000000003,0,0
130.25,33.0000000000003,0,0
130.3,33.0000000000003,0,0
130.35,33.0000000000003,0,0
130.4,33.0000000000003,0,0
130.45,33.0000000000003,0,0
130.5,33.0000000000003,0,0
130.55,33.0000000000003,0,0
130.6,33.0000000000003,0,0
130.65,33.0000000000003,0,0
130.7,33.0000000000003,0,0
130.75,33.0000000000003,0,0
130.8,33.0000000000003,0,0
130.85,33.0000000000003,0,0
130.9,33.0000000000003,0,0
130.950000000001,33.0000000000003,0,0
125.0,33.0500000000003,0,0
125.05,33.0500000000003,0,0
125.1,33.0500000000003,0,0
125.15,33.0500000000003,0,0
125.2,33.0500000000003,0,0
125.25,33.0500000000003,0,0
125.3,33.0500000000003,0,0
125.35,33.0500000000003,0,0
125.4,33.0500000000003,0,0
125.45,33.0500000000003,0,0
125.5,33.0500000000003,0,0
125.55,33.0500000000003,0,0
125.6,33.0500000000003,0,0
125.65,33.0500000000003,0,0
125.7,33.0500000000003,0,0
125.75,33.0500000000003,0,0
125.8,33.0500000000003,0,0
125.85,33.0500000000003,0,0
125.9,33.0500000000003,0,0
125.95,33.0500000000003,0,0
126.0,33.0500000000003,0,0
126.05,33.0500000000003,0,0
126.1,33.0500000000003,0,0
126.15,33.0500000000003,0,0
126.2,33.0500000000003,0,0
126.25,33.0500000000003,0,0
126.3,33.0500000000003,0,0
126.35,33.0500000000003,0,0
126.4,33.0500000000003,0,0
126.45,33.0500000000003,0,0
126.5,33.0500000000003,0,0
126.55,33.0500000000003,0,0
126.6,33.0500000000003,0,0
126.65,33.0500000000003,0,0
126.7,33.0500000000003,0,0
126.75,33.0500000000003,0,0
126.8,33.0500000000003,0,0
126.85,33.0500000000003,0,0
126.9,33.0500000000003,0,0
126.95,33.0500000000003,0,0
127.0,33.0500000000003,0,0
127.05,33.0500000000003,0,0
127.1,33.0500000000003,0,0
127.15,33.0500000000003,0,0
127.2,33.0500000000003,0,0
127.25,33.0500000000003,0,0
127.3,33.0500000000003,0,0
127.35,33.0500000000003,0,0
127.4,33.0500000000003,0,0
127.45,33.0500000000003,0,0
127.5,33.0500000000003,0,0
127.55,33.0500000000003,0,0
127.6,33.0500000000003,0,0
127.65,33.0500000000003,0,0
127.7,33.0500000000003,0,0
127.75,33.0500000000003,0,0
127.8,33.0500000000003,0,0
127.85,33.0500000000003,0,0
127.9,33.0500000000003,0,0
127.95,33.0500000000003,0,0
128.0,33.0500000000003,0,0
128.05,33.0500000000003,0,0
128.1,33.0500000000003,0,0
128.15,33.0500000000003,0,0
128.2,33.0500000000003,0,0
128.25,33.0500000000003,0,0
128.3,33.0500000000003,0,0
128.35,33.0500000000003,0,0
128.4,33.0500000000003,0,0
128.45,33.0500000000003,0,0
128.5,33.0500000000003,0,0
128.55,33.0500000000003,0,0
128.6,33.0500000000003,0,0
128.65,33.0500000000003,0,0
128.7,33.0500000000003,0,0
128.75,33.0500000000003,0,0
128.8,33.0500000000003,0,0
128.85,33.0500000000003,0,0
128.9,33.0500000000003,0,0
128.95,33.0500000000003,0,0
129.0,33.0500000000003,0,0
129.05,33.0500000000003,0,0
129.1,33.0500000000003,0,0
129.15,33.0500000000003,0,0
129.2,33.0500000000003,0,0
129.25,33.0500000000003,0,0
129.3,33.0500000000003,0,0
129.35,33.0500000000003,0,0
129.4,33.0500000000003,0,0
129.45,33.0500000000003,0,0
129.5,33.0500000000003,0,0
129.55,33.0500000000003,0,0
129.6,33.0500000000003,0,0
129.65,33.0500000000003,0,0
129.7,33.0500000000003,0,0
129.75,33.0500000000003,0,0
129.8,33.0500000000003,0,0
129.85,33.0500000000003,0,0
129.9,33.0500000000003,0,0
129.95,33.0500000000003,0,0
130.0,33.0500000000003,0,0
130.05,33.0500000000003,0,0
130.1,33.0500000000003,0,0
130.15,33.0500000000003,0,0
130.2,33.0500000000003,0,0
130.25,33.0500000000003,0,0
130.3,33.0500000000003,0,0
130.35,33.0500000000003,0,0
130.4,33.0500000000003,0,0
130.45,33.0500000000003,0,0
130.5,33.0500000000003,0,0
130.55,33.0500000000003,0,0
130.6,33.0500000000003,0,0
130.65,33.0500000000003,0,0
130.7,33.0500000000003,0,0
130.75,33.0500000000003,0,0
130.8,33.0500000000003,0,0
130.85,33.0500000000003,0,0
130.9,33.0500000000003,0,0
130.950000000001,33.0500000000003,0,0
125.0,33.1000000000003,0,0
125.05,33.1000000000003,0,0
125.1,33.1000000000003,0,0
125.15,33.1000000000003,0,0
125.2,33.1000000000003,0,0
125.25,33.1000000000003,0,0
125.3,33.1000000000003,0,0
125.35,33.1000000000003,0,0
125.4,33.1000000000003,0,0
125.45,33.1000000000003,0,0
125.5,33.1000000000003,0,0
125.55,33.1000000000003,0,0
125.6,33.1000000000003,0,0
125.65,33.1000000000003,0,0
125.7,33.1000000000003,0,0
125.75,33.1000000000003,0,0
125.8,33.1000000000003,0,0
125.85,33.1000000000003,0,0
125.9,33.1000000000003,0,0
125.95,33.1000000000003,0,0
126.0,33.1000000000003,0,0
126.05,33.1000000000003,0,0
126.1,33.1000000000003,0,0
126.15,33.1000000000003,0,0
126.2,33.1000000000003,0,0
126.25,33.1000000000003,0,0
126.3,33.1000000000003,0,0
126.35,33.1000000000003,0,0
126.4,33.1000000000003,0,0
126.45,33.1000000000003,0,0
126.5,33.1000000000003,0,0
126.55,33.1000000000003,0,0
126.6,33.1000000000003,0,0
126.65,33.1000000000003,0,0
126.7,33.1000000000003,0,0
126.75,33.1000000000003,0,0
126.8,33.1000000000003,0,0
126.85,33.1000000000003,0,0
126.9,33.1000000000003,0,0
126.95,33.1000000000003,0,0
127.0,33.1000000000003,0,0
127.05,33.1000000000003,0,0
127.1,33.1000000000003,0,0
127.15,33.1000000000003,0,0
127.2,33.1000000000003,0,0
127.25,33.1000000000003,0,0
127.3,33.1000000000003,0,0
127.35,33.1000000000003,0,0
127.4,33.1000000000003,0,0
127.45,33.1000000000003,0,0
127.5,33.1000000000003,0,0
127.55,33.1000000000003,0,0
127.6,33.1000000000003,0,0
127.65,33.1000000000003,0,0
127.7,33.1000000000003,0,0
127.75,33.1000000000003,0,0
127.8,33.1000000000003,0,0
127.85,33.1000000000003,0,0
127.9,33.1000000000003,0,0
127.95,33.1000000000003,0,0
128.0,33.1000000000003,0,0
128.05,33.1000000000003,0,0
128.1,33.1000000000003,0,0
128.15,33.1000000000003,0,0
128.2,33.1000000000003,0,0
128.25,33.1000000000003,0,0
128.3,33.1000000000003,0,0
128.35,33.1000000000003,0,0
128.4,33.1000000000003,0,0
128.45,33.1000000000003,0,0
128.5,33.1000000000003,0,0
128.55,33.1000000000003,0,0
128.6,33.1000000000003,0,0
128.65,33.1000000000003,0,0
128.7,33.1000000000003,0,0
128.75,33.1000000000003,0,0
128.8,33.1000000000003,0,0
128.85,33.1000000000003,0,0
128.9,33.1000000000003,0,0
128.95,33.1000000000003,0,0
129.0,33.1000000000003,0,0
129.05,33.1000000000003,0,0
129.1,33.1000000000003,0,0
129.15,33.1000000000003,0,0
129.2,33.1000000000003,0,0
129.25,33.1000000000003,0,0
129.3,33.1000000000003,0,0
129.35,33.1000000000003,0,0
129.4,33.1000000000003,0,0
129.45,33.1000000000003,0,0
129.5,33.1000000000003,0,0
129.55,33.1000000000003,0,0
129.6,33.1000000000003,0,0
129.65,33.1000000000003,0,0
129.7,33.1000000000003,0,0
129.75,33.1000000000003,0,0
129.8,33.1000000000003,0,0
129.85,33.1000000000003,0,0
129.9,33.1000000000003,0,0
129.95,33.1000000000003,0,0
130.0,33.1000000000003,0,0
130.05,33.1000000000003,0,0
130.1,33.1000000000003,0,0
130.15,33.1000000000003,0,0
130.2,33.1000000000003,0,0
130.25,33.1000000000003,0,0
130.3,33.1000000000003,0,0
130.35,33.1000000000003,0,0
130.4,33.1000000000003,0,0
130.45,33.1000000000003,0,0
130.5,33.1000000000003,0,0
130.55,33.1000000000003,0,0
130.6,33.1000000000003,0,0
130.65,33.1000000000003,0,0
130.7,33.1000000000003,0,0
130.75,33.1000000000003,0,0
130.8,33.1000000000003,0,0
130.85,33.1000000000003,0,0
130.9,33.1000000000003,0,0
130.950000000001,33.1000000000003,0,0
125.0,33.1500000000003,0,0
125.05,33.1500000000003,0,0
125.1,33.1500000000003,0,0
125.15,33.1500000000003,0,0
125.2,33.1500000000003,0,0
125.25,33.1500000000003,0,0
125.3,33.1500000000003,0,0
125.35,33.1500000000003,0,0
125.4,33.1500000000003,0,0
125.45,33.1500000000003,0,0
125.5,33.1500000000003,0,0
125.55,33.1500000000003,0,0
125.6,33.1500000000003,0,0
125.65,33.1500000000003,0,0
125.7,33.1500000000003,0,0
125.75,33.1500000000003,0,0
125.8,33.1500000000003,0,0
125.85,33.1500000000003,0,0
125.9,33.1500000000003,0,0
125.95,33.1500000000003,0,0
126.0,33.1500000000003,0,0
126.05,33.1500000000003,0,0
126.1,33.1500000000003,0,0
126.15,33.1500000000003,0,0
126.2,33.1500000000003,0,0
126.25,33.1500000000003,0,0
126.3,33.1500000000003,0,0
126.35,33.1500000000003,0,0
126.4,33.1500000000003,0,0
126.45,33.1500000000003,0,0
126.5,33.1500000000003,0,0
126.55,33.1500000000003,0,0
126.6,33.1500000000003,0,0
126.65,33.1500000000003,0,0
126.7,33.1500000000003,0,0
126.75,33.1500000000003,0,0
126.8,33.1500000000003,0,0
126.85,33.1500000000003,0,0
126.9,33.1500000000003,0,0
126.95,33.1500000000003,0,0
127.0,33.1500000000003,0,0
127.05,33.1500000000003,0,0
127.1,33.1500000000003,0,0
127.15,33.1500000000003,0,0
127.2,33.1500000000003,0,0
127.25,33.1500000000003,0,0
127.3,33.1500000000003,0,0
127.35,33.1500000000003,0,0
127.4,33.1500000000003,0,0
127.45,33.1500000000003,0,0
127.5,33.1500000000003,0,0
127.55,33.1500000000003,0,0
127.6,33.1500000000003,0,0
127.65,33.1500000000003,0,0
127.7,33.1500000000003,0,0
127.75,33.1500000000003,0,0
127.8,33.1500000000003,0,0
127.85,33.1500000000003,0,0
127.9,33.1500000000003,0,0
127.95,33.1500000000003,0,0
128.0,33.1500000000003,0,0
128.05,33.1500000000003,0,0
128.1,33.1500000000003,0,0
128.15,33.1500000000003,0,0
128.2,33.1500000000003,0,0
128.25,33.1500000000003,0,0
128.3,33.1500000000003,0,0
128.35,33.1500000000003,0,0
128.4,33.1500000000003,0,0
128.45,33.1500000000003,0,0
128.5,33.1500000000003,0,0
128.55,33.1500000000003,0,0
128.6,33.1500000000003,0,0
128.65,33.1500000000003,0,0
128.7,33.1500000000003,0,0
128.75,33.1500000000003,0,0
128.8,33.1500000000003,0,0
128.85,33.1500000000003,0,0
128.9,33.1500000000003,0,0
128.95,33.1500000000003,0,0
129.0,33.1500000000003,0,0
129.05,33.1500000000003,0,0
129.1,33.1500000000003,0,0
129.15,33.1500000000003,0,0
129.2,33.1500000000003,0,0
129.25,33.1500000000003,0,0
129.3,33.1500000000003,0,0
129.35,33.1500000000003,0,0
129.4,33.1500000000003,0,0
129.45,33.1500000000003,0,0
129.5,33.1500000000003,0,0
129.55,33.1500000000003,0,0
129.6,33.1500000000003,0,0
129.65,33.1500000000003,0,0
129.7,33.1500000000003,0,0
129.75,33.1500000000003,0,0
129.8,33.1500000000003,0,0
129.85,33.1500000000003,0,0
129.9,33.1500000000003,0,0
129.95,33.1500000000003,0,0
130.0,33.1500000000003,0,0
130.05,33.1500000000003,0,0
130.1,33.1500000000003,0,0
130.15,33.1500000000003,0,0
130.2,33.1500000000003,0,0
130.25,33.1500000000003,0,0
130.3,33.1500000000003,0,0
130.35,33.1500000000003,0,0
130.4,33.1500000000003,0,0
130.45,33.1500000000003,0,0
130.5,33.1500000000003,0,0
130.55,33.1500000000003,0,0
130.6,33.1500000000003,0,0
130.65,33.1500000000003,0,0
130.7,33.1500000000003,0,0
130.75,33.1500000000003,0,0
130.8,33.1500000000003,0,0
130.85,33.1500000000003,0,0
130.9,33.1500000000003,0,0
130.950000000001,33.1500000000003,0,0
125.0,33.2000000000003,0,0
125.05,33.2000000000003,0,0
125.1,33.2000000000003,0,0
125.15,33.2000000000003,0,0
125.2,33.2000000000003,0,0
125.25,33.2000000000003,0,0
125.3,33.2000000000003,0,0
125.35,33.2000000000003,0,0
125.4,33.2000000000003,0,0
125.45,33.2000000000003,0,0
125.5,33.2000000000003,0,0
125.55,33.2000000000003,0,0
125.6,33.2000000000003,0,0
125.65,33.2000000000003,0,0
125.7,33.2000000000003,0,0
125.75,33.2000000000003,0,0
125.8,33.2000000000003,0,0
125.85,33.2000000000003,0,0
125.9,33.2000000000003,0,0
125.95,33.2000000000003,0,0
126.0,33.2000000000003,0,0
126.05,33.2000000000003,0,0
126.1,33.2000000000003,0,0
126.15,33.2000000000003,0,0
126.2,33.2000000000003,0,0
126.25,33.2000000000003,0,0
126.3,33.2000000000003,0,0
126.35,33.2000000000003,0,0
126.4,33.2000000000003,0,0
126.45,33.2000000000003,0,0
126.5,33.2000000000003,0,0
126.55,33.2000000000003,0,0
126.6,33.2000000000003,0,0
126.65,33.2000000000003,0,0
126.7,33.2000000000003,0,0
126.75,33.2000000000003,0,0
126.8,33.2000000000003,0,0
126.85,33.2000000000003,0,0
126.9,33.2000000000003,0,0
126.95,33.2000000000003,0,0
127.0,33.2000000000003,0,0
127.05,33.2000000000003,0,0
127.1,33.2000000000003,0,0
127.15,33.2000000000003,0,0
127.2,33.2000000000003,0,0
127.25,33.2000000000003,0,0
127.3,33.2000000000003,0,0
127.35,33.2000000000003,0,0
127.4,33.2000000000003,0,0
127.45,33.2000000000003,0,0
127.5,33.2000000000003,0,0
127.55,33.2000000000003,0,0
127.6,33.2000000000003,0,0
127.65,33.2000000000003,0,0
127.7,33.2000000000003,0,0
127.75,33.2000000000003,0,0
127.8,33.2000000000003,0,0
127.85,33.2000000000003,0,0
127.9,33.2000000000003,0,0
127.95,33.2000000000003,0,0
128.0,33.2000000000003,0,0
128.05,33.2000000000003,0,0
128.1,33.2000000000003,0,0
128.15,33.2000000000003,0,0
128.2,33.2000000000003,0,0
128.25,33.2000000000003,0,0
128.3,33.2000000000003,0,0
128.35,33.2000000000003,0,0
128.4,33.2000000000003,0,0
128.45,33.2000000000003,0,0
128.5,33.2000000000003,0,0
128.55,33.2000000000003,0,0
128.6,33.2000000000003,0,0
128.65,33.2000000000003,0,0
128.7,33.2000000000003,0,0
128.75,33.2000000000003,0,0
128.8,33.2000000000003,0,0
128.85,33.2000000000003,0,0
128.9,33.2000000000003,0,0
128.95,33.2000000000003,0,0
129.0,33.2000000000003,0,0
129.05,33.2000000000003,0,0
129.1,33.2000000000003,0,0
129.15,33.2000000000003,0,0
129.2,33.2000000000003,0,0
129.25,33.2000000000003,0,0
129.3,33.2000000000003,0,0
129.35,33.2000000000003,0,0
129.4,33.2000000000003,0,0
129.45,33.2000000000003,0,0
129.5,33.2000000000003,0,0
129.55,33.2000000000003,0,0
129.6,33.2000000000003,0,0
129.65,33.2000000000003,0,0
129.7,33.2000000000003,0,0
129.75,33.2000000000003,0,0
129.8,33.2000000000003,0,0
129.85,33.2000000000003,0,0
129.9,33.2000000000003,0,0
129.95,33.2000000000003,0,0
130.0,33.2000000000003,0,0
130.05,33.2000000000003,0,0
130.1,33.2000000000003,0,0
130.15,33.2000000000003,0,0
130.2,33.2000000000003,0,0
130.25,33.2000000000003,0,0
130.3,33.2000000000003,0,0
130.35,33.2000000000003,0,0
130.4,33.2000000000003,0,0
130.45,33.2000000000003,0,0
130.5,33.2000000000003,0,0
130.55,33.2000000000003,0,0
130.6,33.2000000000003,0,0
130.65,33.2000000000003,0,0
130.7,33.2000000000003,0,0
130.75,33.2000000000003,0,0
130.8,33.2000000000003,0,0
130.85,33.2000000000003,0,0
130.9,33.2000000000003,0,0
130.950000000001,33.2000000000003,0,0
125.0,33.2500000000003,0,0
125.05,33.2500000000003,0,0
125.1,33.2500000000003,0,0
125.15,33.2500000000003,0,0
125.2,33.2500000000003,0,0
125.25,33.2500000000003,0,0
125.3,33.2500000000003,0,0
125.35,33.2500000000003,0,0
125.4,33.2500000000003,0,0
125.45,33.2500000000003,0,0
125.5,33.2500000000003,0,0
125.55,33.2500000000003,0,0
125.6,33.2500000000003,0,0
125.65,33.2500000000003,0,0
125.7,33.2500000000003,0,0
125.75,33.2500000000003,0,0
125.8,33.2500000000003,0,0
125.85,33.2500000000003,0,0
125.9,33.2500000000003,0,0
125.95,33.2500000000003,0,0
126.0,33.2500000000003,0,0
126.05,33.2500000000003,0,0
126.1,33.2500000000003,0,0
126.15,33.2500000000003,0,0
126.2,33.2500000000003,0,0
126.25,33.2500000000003,0,0
126.3,33.2500000000003,0,0
126.35,33.2500000000003,0,0
126.4,33.2500000000003,0,0
126.45,33.2500000000003,0,0
126.5,33.2500000000003,0,0
126.55,33.2500000000003,0,0
126.6,33.2500000000003,0,0
126.65,33.2500000000003,0,0
126.7,33.2500000000003,0,0
126.75,33.2500000000003,0,0
126.8,33.2500000000003,0,0
126.85,33.2500000000003,0,0
126.9,33.2500000000003,0,0
126.95,33.2500000000003,0,0
127.0,33.2500000000003,0,0
127.05,33.2500000000003,0,0
127.1,33.2500000000003,0,0
127.15,33.2500000000003,0,0
127.2,33.2500000000003,0,0
127.25,33.2500000000003,0,0
127.3,33.2500000000003,0,0
127.35,33.2500000000003,0,0
127.4,33.2500000000003,0,0
127.45,33.2500000000003,0,0
127.5,33.2500000000003,0,0
127.55,33.2500000000003,0,0
127.6,33.2500000000003,0,0
127.65,33.2500000000003,0,0
127.7,33.2500000000003,0,0
127.75,33.2500000000003,0,0
127.8,33.2500000000003,0,0
127.85,33.2500000000003,0,0
127.9,33.2500000000003,0,0
127.95,33.2500000000003,0,0
128.0,33.2500000000003,0,0
128.05,33.2500000000003,0,0
128.1,33.2500000000003,0,0
128.15,33.2500000000003,0,0
128.2,33.2500000000003,0,0
128.25,33.2500000000003,0,0
128.3,33.2500000000003,0,0
128.35,33.2500000000003,0,0
128.4,33.2500000000003,0,0
128.45,33.2500000000003,0,0
128.5,33.2500000000003,0,0
128.55,33.2500000000003,0,0
128.6,33.2500000000003,0,0
128.65,33.2500000000003,0,0
128.7,33.2500000000003,0,0
128.75,33.2500000000003,0,0
128.8,33.2500000000003,0,0
128.85,33.2500000000003,0,0
128.9,33.2500000000003,0,0
128.95,33.2500000000003,0,0
129.0,33.2500000000003,0,0
129.05,33.2500000000003,0,0
129.1,33.2500000000003,0,0
129.15,33.2500000000003,0,0
129.2,33.2500000000003,0,0
129.25,33.2500000000003,0,0
129.3,33.2500000000003,0,0
129.35,33.2500000000003,0,0
129.4,33.2500000000003,0,0
129.45,33.2500000000003,0,0
129.5,33.2500000000003,0,0
129.55,33.2500000000003,0,0
129.6,33.2500000000003,0,0
129.65,33.2500000000003,0,0
129.7,33.2500000000003,0,0
129.75,33.2500000000003,0,0
129.8,33.2500000000003,0,0
129.85,33.2500000000003,0,0
129.9,33.2500000000003,0,0
129.95,33.2500000000003,0,0
130.0,33.2500000000003,0,0
130.05,33.2500000000003,0,0
130.1,33.2500000000003,0,0
130.15,33.2500000000003,0,0
130.2,33.2500000000003,0,0
130.25,33.2500000000003,0,0
130.3,33.2500000000003,0,0
130.35,33.2500000000003,0,0
130.4,33.2500000000003,0,0
130.45,33.2500000000003,0,0
130.5,33.2500000000003,0,0
130.55,33.2500000000003,0,0
130.6,33.2500000000003,0,0
130.65,33.2500000000003,0,0
130.7,33.2500000000003,0,0
130.75,33.2500000000003,0,0
130.8,33.2500000000003,0,0
130.85,33.2500000000003,0,0
130.9,33.2500000000003,0,0
130.950000000001,33.2500000000003,0,0
125.0,33.3000000000003,0,0
125.05,33.3000000000003,0,0
125.1,33.3000000000003,0,0
125.15,33.3000000000003,0,0
125.2,33.3000000000003,0,0
125.25,33.3000000000003,0,0
125.3,33.3000000000003,0,0
125.35,33.3000000000003,0,0
125.4,33.3000000000003,0,0
125.45,33.3000000000003,0,0
125.5,33.3000000000003,0,0
125.55,33.3000000000003,0,0
125.6,33.3000000000003,0,0
125.65,33.3000000000003,0,0
125.7,33.3000000000003,0,0
125.75,33.3000000000003,0,0
125.8,33.3000000000003,0,0
125.85,33.3000000000003,0,0
125.9,33.3000000000003,0,0
125.95,33.3000000000003,0,0
126.0,33.3000000000003,0,0
126.05,33.3000000000003,0,0
126.1,33.3000000000003,0,0
126.15,33.3000000000003,0,0
126.2,33.3000000000003,0,0
126.25,33.3000000000003,0,0
126.3,33.3000000000003,0,0
126.35,33.3000000000003,0,0
126.4,33.3000000000003,0,0
126.45,33.3000000000003,0,0
126.5,33.3000000000003,0,0
126.55,33.3000000000003,0,0
126.6,33.3000000000003,0,0
126.65,33.3000000000003,0,0
126.7,33.3000000000003,0,0
126.75,33.3000000000003,0,0
126.8,33.3000000000003,0,0
126.85,33.3000000000003,0,0
126.9,33.3000000000003,0,0
126.95,33.3000000000003,0,0
127.0,33.3000000000003,0,0
127.05,33.3000000000003,0,0
127.1,33.3000000000003,0,0
127.15,33.3000000000003,0,0
127.2,33.3000000000003,0,0
127.25,33.3000000000003,0,0
127.3,33.3000000000003,0,0
127.35,33.3000000000003,0,0
127.4,33.3000000000003,0,0
127.45,33.3000000000003,0,0
127.5,33.3000000000003,0,0
127.55,33.3000000000003,0,0
127.6,33.3000000000003,0,0
127.65,33.3000000000003,0,0
127.7,33.3000000000003,0,0
127.75,33.3000000000003,0,0
127.8,33.3000000000003,0,0
127.85,33.3000000000003,0,0
127.9,33.3000000000003,0,0
127.95,33.3000000000003,0,0
128.0,33.3000000000003,0,0
128.05,33.3000000000003,0,0
128.1,33.3000000000003,0,0
128.15,33.3000000000003,0,0
128.2,33.3000000000003,0,0
128.25,33.3000000000003,0,0
128.3,33.3000000000003,0,0
128.35,33.3000000000003,0,0
128.4,33.3000000000003,0,0
128.45,33.3000000000003,0,0
128.5,33.3000000000003,0,0
128.55,33.3000000000003,0,0
128.6,33.3000000000003,0,0
128.65,33.3000000000003,0,0
128.7,33.3000000000003,0,0
128.75,33.3000000000003,0,0
128.8,33.3000000000003,0,0
128.85,33.3000000000003,0,0
128.9,33.3000000000003,0,0
128.95,33.3000000000003,0,0
129.0,33.3000000000003,0,0
129.05,33.3000000000003,0,0
129.1,33.3000000000003,0,0
129.15,33.3000000000003,0,0
129.2,33.3000000000003,0,0
129.25,33.3000000000003,0,0
129.3,33.3000000000003,0,0
129.35,33.3000000000003,0,0
129.4,33.3000000000003,0,0
129.45,33.3000000000003,0,0
129.5,33.3000000000003,0,0
129.55,33.3000000000003,0,0
129.6,33.3000000000003,0,0
129.65,33.3000000000003,0,0
129.7,33.3000000000003,0,0
129.75,33.3000000000003,0,0
129.8,33.3000000000003,0,0
129.85,33.3000000000003,0,0
129.9,33.3000000000003,0,0
129.95,33.3000000000003,0,0
130.0,33.3000000000003,0,0
130.05,33.3000000000003,0,0
130.1,33.3000000000003,0,0
130.15,33.3000000000003,0,0
130.2,33.3000000000003,0,0
130.25,33.3000000000003,0,0
130.3,33.3000000000003,0,0
130.35,33.3000000000003,0,0
130.4,33.3000000000003,0,0
130.45,33.3000000000003,0,0
130.5,33.3000000000003,0,0
130.55,33.3000000000003,0,0
130.6,33.3000000000003,0,0
130.65,33.3000000000003,0,0
130.7,33.3000000000003,0,0
130.75,33.3000000000003,0,0
130.8,33.3000000000003,0,0
130.85,33.3000000000003,0,0
130.9,33.3000000000003,0,0
130.950000000001,33.3000000000003,0,0
125.0,33.3500000000003,0,0
125.05,33.3500000000003,0,0
125.1,33.3500000000003,0,0
125.15,33.3500000000003,0,0
125.2,33.3500000000003,0,0
125.25,33.3500000000003,0,0
125.3,33.3500000000003,0,0
125.35,33.3500000000003,0,0
125.4,33.3500000000003,0,0
125.45,33.3500000000003,0,0
125.5,33.3500000000003,0,0
125.55,33.3500000000003,0,0
125.6,33.3500000000003,0,0
125.65,33.3500000000003,0,0
125.7,33.3500000000003,0,0
125.75,33.3500000000003,0,0
125.8,33.3500000000003,0,0
125.85,33.3500000000003,0,0
125.9,33.3500000000003,0,0
125.95,33.3500000000003,0,0
126.0,33.3500000000003,0,0
126.05,33.3500000000003,0,0
126.1,33.3500000000003,0,0
126.15,33.3500000000003,0,0
126.2,33.3500000000003,0,0
126.25,33.3500000000003,0,0
126.3,33.3500000000003,0,0
126.35,33.3500000000003,0,0
126.4,33.3500000000003,0,0
126.45,33.3500000000003,0,0
126.5,33.3500000000003,0,0
