shapeid,partid,x,y,id
"0",,125,39,"0"
"1",,125.05,39,"1"
"2",,125.1,39,"2"
"3",,125.15,39,"3"
"4",,125.2,39,"4"
"5",,125.25,39,"5"
"6",,125.3,39,"6"
"7",,125.35,39,"7"
"8",,125.4,39,"8"
"9",,125.45,39,"9"
"10",,125.5,39,"10"
"11",,125.55,39,"11"
"12",,125.6,39,"12"
"13",,125.65,39,"13"
"14",,125.7,39,"14"
"15",,125.75,39,"15"
"16",,125.8,39,"16"
"17",,125.85,39,"17"
"18",,125.9,39,"18"
"19",,125.95,39,"19"
"20",,126,39,"20"
"21",,126.05,39,"21"
"22",,126.1,39,"22"
"23",,126.15,39,"23"
"24",,126.2,39,"24"
"25",,126.25,39,"25"
"26",,126.3,39,"26"
"27",,126.35,39,"27"
"28",,126.4,39,"28"
"29",,126.45,39,"29"
"30",,126.5,39,"30"
"31",,126.55,39,"31"
"32",,126.6,39,"32"
"33",,126.65,39,"33"
"34",,126.7,39,"34"
"35",,126.75,39,"35"
"36",,126.8,39,"36"
"37",,126.85,39,"37"
"38",,126.9,39,"38"
"39",,126.95,39,"39"
"40",,127,39,"40"
"41",,127.05,39,"41"
"42",,127.1,39,"42"
"43",,127.15,39,"43"
"44",,127.2,39,"44"
"45",,127.25,39,"45"
"46",,127.3,39,"46"
"47",,127.35,39,"47"
"48",,127.4,39,"48"
"49",,127.45,39,"49"
"50",,127.5,39,"50"
"51",,127.55,39,"51"
"52",,127.6,39,"52"
"53",,127.65,39,"53"
"54",,127.7,39,"54"
"55",,127.75,39,"55"
"56",,127.8,39,"56"
"57",,127.85,39,"57"
"58",,127.9,39,"58"
"59",,127.95,39,"59"
"60",,128,39,"60"
"61",,128.05,39,"61"
"62",,128.1,39,"62"
"63",,128.15,39,"63"
"64",,128.2,39,"64"
"65",,128.25,39,"65"
"66",,128.3,39,"66"
"67",,128.35,39,"67"
"68",,128.4,39,"68"
"69",,128.45,39,"69"
"70",,128.5,39,"70"
"71",,128.55,39,"71"
"72",,128.6,39,"72"
"73",,128.65,39,"73"
"74",,128.7,39,"74"
"75",,128.75,39,"75"
"76",,128.8,39,"76"
"77",,128.85,39,"77"
"78",,128.9,39,"78"
"79",,128.95,39,"79"
"80",,129,39,"80"
"81",,129.05,39,"81"
"82",,129.1,39,"82"
"83",,129.15,39,"83"
"84",,129.2,39,"84"
"85",,129.25,39,"85"
"86",,129.3,39,"86"
"87",,129.35,39,"87"
"88",,129.4,39,"88"
"89",,129.45,39,"89"
"90",,129.5,39,"90"
"91",,129.55,39,"91"
"92",,129.6,39,"92"
"93",,129.65,39,"93"
"94",,129.7,39,"94"
"95",,129.75,39,"95"
"96",,129.8,39,"96"
"97",,129.85,39,"97"
"98",,129.9,39,"98"
"99",,129.95,39,"99"
"100",,130,39,"100"
"101",,130.05,39,"101"
"102",,130.1,39,"102"
"103",,130.15,39,"103"
"104",,130.2,39,"104"
"105",,130.25,39,"105"
"106",,130.3,39,"106"
"107",,130.35,39,"107"
"108",,130.4,39,"108"
"109",,130.45,39,"109"
"110",,130.5,39,"110"
"111",,130.55,39,"111"
"112",,130.6,39,"112"
"113",,130.65,39,"113"
"114",,130.7,39,"114"
"115",,130.75,39,"115"
"116",,130.8,39,"116"
"117",,130.85,39,"117"
"118",,130.9,39,"118"
"119",,130.950000000001,39,"119"
"120",,125,38.95,"120"
"121",,125.05,38.95,"121"
"122",,125.1,38.95,"122"
"123",,125.15,38.95,"123"
"124",,125.2,38.95,"124"
"125",,125.25,38.95,"125"
"126",,125.3,38.95,"126"
"127",,125.35,38.95,"127"
"128",,125.4,38.95,"128"
"129",,125.45,38.95,"129"
"130",,125.5,38.95,"130"
"131",,125.55,38.95,"131"
"132",,125.6,38.95,"132"
"133",,125.65,38.95,"133"
"134",,125.7,38.95,"134"
"135",,125.75,38.95,"135"
"136",,125.8,38.95,"136"
"137",,125.85,38.95,"137"
"138",,125.9,38.95,"138"
"139",,125.95,38.95,"139"
"140",,126,38.95,"140"
"141",,126.05,38.95,"141"
"142",,126.1,38.95,"142"
"143",,126.15,38.95,"143"
"144",,126.2,38.95,"144"
"145",,126.25,38.95,"145"
"146",,126.3,38.95,"146"
"147",,126.35,38.95,"147"
"148",,126.4,38.95,"148"
"149",,126.45,38.95,"149"
"150",,126.5,38.95,"150"
"151",,126.55,38.95,"151"
"152",,126.6,38.95,"152"
"153",,126.65,38.95,"153"
"154",,126.7,38.95,"154"
"155",,126.75,38.95,"155"
"156",,126.8,38.95,"156"
"157",,126.85,38.95,"157"
"158",,126.9,38.95,"158"
"159",,126.95,38.95,"159"
"160",,127,38.95,"160"
"161",,127.05,38.95,"161"
"162",,127.1,38.95,"162"
"163",,127.15,38.95,"163"
"164",,127.2,38.95,"164"
"165",,127.25,38.95,"165"
"166",,127.3,38.95,"166"
"167",,127.35,38.95,"167"
"168",,127.4,38.95,"168"
"169",,127.45,38.95,"169"
"170",,127.5,38.95,"170"
"171",,127.55,38.95,"171"
"172",,127.6,38.95,"172"
"173",,127.65,38.95,"173"
"174",,127.7,38.95,"174"
"175",,127.75,38.95,"175"
"176",,127.8,38.95,"176"
"177",,127.85,38.95,"177"
"178",,127.9,38.95,"178"
"179",,127.95,38.95,"179"
"180",,128,38.95,"180"
"181",,128.05,38.95,"181"
"182",,128.1,38.95,"182"
"183",,128.15,38.95,"183"
"184",,128.2,38.95,"184"
"185",,128.25,38.95,"185"
"186",,128.3,38.95,"186"
"187",,128.35,38.95,"187"
"188",,128.4,38.95,"188"
"189",,128.45,38.95,"189"
"190",,128.5,38.95,"190"
"191",,128.55,38.95,"191"
"192",,128.6,38.95,"192"
"193",,128.65,38.95,"193"
"194",,128.7,38.95,"194"
"195",,128.75,38.95,"195"
"196",,128.8,38.95,"196"
"197",,128.85,38.95,"197"
"198",,128.9,38.95,"198"
"199",,128.95,38.95,"199"
"200",,129,38.95,"200"
"201",,129.05,38.95,"201"
"202",,129.1,38.95,"202"
"203",,129.15,38.95,"203"
"204",,129.2,38.95,"204"
"205",,129.25,38.95,"205"
"206",,129.3,38.95,"206"
"207",,129.35,38.95,"207"
"208",,129.4,38.95,"208"
"209",,129.45,38.95,"209"
"210",,129.5,38.95,"210"
"211",,129.55,38.95,"211"
"212",,129.6,38.95,"212"
"213",,129.65,38.95,"213"
"214",,129.7,38.95,"214"
"215",,129.75,38.95,"215"
"216",,129.8,38.95,"216"
"217",,129.85,38.95,"217"
"218",,129.9,38.95,"218"
"219",,129.95,38.95,"219"
"220",,130,38.95,"220"
"221",,130.05,38.95,"221"
"222",,130.1,38.95,"222"
"223",,130.15,38.95,"223"
"224",,130.2,38.95,"224"
"225",,130.25,38.95,"225"
"226",,130.3,38.95,"226"
"227",,130.35,38.95,"227"
"228",,130.4,38.95,"228"
"229",,130.45,38.95,"229"
"230",,130.5,38.95,"230"
"231",,130.55,38.95,"231"
"232",,130.6,38.95,"232"
"233",,130.65,38.95,"233"
"234",,130.7,38.95,"234"
"235",,130.75,38.95,"235"
"236",,130.8,38.95,"236"
"237",,130.85,38.95,"237"
"238",,130.9,38.95,"238"
"239",,130.950000000001,38.95,"239"
"240",,125,38.9,"240"
"241",,125.05,38.9,"241"
"242",,125.1,38.9,"242"
"243",,125.15,38.9,"243"
"244",,125.2,38.9,"244"
"245",,125.25,38.9,"245"
"246",,125.3,38.9,"246"
"247",,125.35,38.9,"247"
"248",,125.4,38.9,"248"
"249",,125.45,38.9,"249"
"250",,125.5,38.9,"250"
"251",,125.55,38.9,"251"
"252",,125.6,38.9,"252"
"253",,125.65,38.9,"253"
"254",,125.7,38.9,"254"
"255",,125.75,38.9,"255"
"256",,125.8,38.9,"256"
"257",,125.85,38.9,"257"
"258",,125.9,38.9,"258"
"259",,125.95,38.9,"259"
"260",,126,38.9,"260"
"261",,126.05,38.9,"261"
"262",,126.1,38.9,"262"
"263",,126.15,38.9,"263"
"264",,126.2,38.9,"264"
"265",,126.25,38.9,"265"
"266",,126.3,38.9,"266"
"267",,126.35,38.9,"267"
"268",,126.4,38.9,"268"
"269",,126.45,38.9,"269"
"270",,126.5,38.9,"270"
"271",,126.55,38.9,"271"
"272",,126.6,38.9,"272"
"273",,126.65,38.9,"273"
"274",,126.7,38.9,"274"
"275",,126.75,38.9,"275"
"276",,126.8,38.9,"276"
"277",,126.85,38.9,"277"
"278",,126.9,38.9,"278"
"279",,126.95,38.9,"279"
"280",,127,38.9,"280"
"281",,127.05,38.9,"281"
"282",,127.1,38.9,"282"
"283",,127.15,38.9,"283"
"284",,127.2,38.9,"284"
"285",,127.25,38.9,"285"
"286",,127.3,38.9,"286"
"287",,127.35,38.9,"287"
"288",,127.4,38.9,"288"
"289",,127.45,38.9,"289"
"290",,127.5,38.9,"290"
"291",,127.55,38.9,"291"
"292",,127.6,38.9,"292"
"293",,127.65,38.9,"293"
"294",,127.7,38.9,"294"
"295",,127.75,38.9,"295"
"296",,127.8,38.9,"296"
"297",,127.85,38.9,"297"
"298",,127.9,38.9,"298"
"299",,127.95,38.9,"299"
"300",,128,38.9,"300"
"301",,128.05,38.9,"301"
"302",,128.1,38.9,"302"
"303",,128.15,38.9,"303"
"304",,128.2,38.9,"304"
"305",,128.25,38.9,"305"
"306",,128.3,38.9,"306"
"307",,128.35,38.9,"307"
"308",,128.4,38.9,"308"
"309",,128.45,38.9,"309"
"310",,128.5,38.9,"310"
"311",,128.55,38.9,"311"
"312",,128.6,38.9,"312"
"313",,128.65,38.9,"313"
"314",,128.7,38.9,"314"
"315",,128.75,38.9,"315"
"316",,128.8,38.9,"316"
"317",,128.85,38.9,"317"
"318",,128.9,38.9,"318"
"319",,128.95,38.9,"319"
"320",,129,38.9,"320"
"321",,129.05,38.9,"321"
"322",,129.1,38.9,"322"
"323",,129.15,38.9,"323"
"324",,129.2,38.9,"324"
"325",,129.25,38.9,"325"
"326",,129.3,38.9,"326"
"327",,129.35,38.9,"327"
"328",,129.4,38.9,"328"
"329",,129.45,38.9,"329"
"330",,129.5,38.9,"330"
"331",,129.55,38.9,"331"
"332",,129.6,38.9,"332"
"333",,129.65,38.9,"333"
"334",,129.7,38.9,"334"
"335",,129.75,38.9,"335"
"336",,129.8,38.9,"336"
"337",,129.85,38.9,"337"
"338",,129.9,38.9,"338"
"339",,129.95,38.9,"339"
"340",,130,38.9,"340"
"341",,130.05,38.9,"341"
"342",,130.1,38.9,"342"
"343",,130.15,38.9,"343"
"344",,130.2,38.9,"344"
"345",,130.25,38.9,"345"
"346",,130.3,38.9,"346"
"347",,130.35,38.9,"347"
"348",,130.4,38.9,"348"
"349",,130.45,38.9,"349"
"350",,130.5,38.9,"350"
"351",,130.55,38.9,"351"
"352",,130.6,38.9,"352"
"353",,130.65,38.9,"353"
"354",,130.7,38.9,"354"
"355",,130.75,38.9,"355"
"356",,130.8,38.9,"356"
"357",,130.85,38.9,"357"
"358",,130.9,38.9,"358"
"359",,130.950000000001,38.9,"359"
"360",,125,38.85,"360"
"361",,125.05,38.85,"361"
"362",,125.1,38.85,"362"
"363",,125.15,38.85,"363"
"364",,125.2,38.85,"364"
"365",,125.25,38.85,"365"
"366",,125.3,38.85,"366"
"367",,125.35,38.85,"367"
"368",,125.4,38.85,"368"
"369",,125.45,38.85,"369"
"370",,125.5,38.85,"370"
"371",,125.55,38.85,"371"
"372",,125.6,38.85,"372"
"373",,125.65,38.85,"373"
"374",,125.7,38.85,"374"
"375",,125.75,38.85,"375"
"376",,125.8,38.85,"376"
"377",,125.85,38.85,"377"
"378",,125.9,38.85,"378"
"379",,125.95,38.85,"379"
"380",,126,38.85,"380"
"381",,126.05,38.85,"381"
"382",,126.1,38.85,"382"
"383",,126.15,38.85,"383"
"384",,126.2,38.85,"384"
"385",,126.25,38.85,"385"
"386",,126.3,38.85,"386"
"387",,126.35,38.85,"387"
"388",,126.4,38.85,"388"
"389",,126.45,38.85,"389"
"390",,126.5,38.85,"390"
"391",,126.55,38.85,"391"
"392",,126.6,38.85,"392"
"393",,126.65,38.85,"393"
"394",,126.7,38.85,"394"
"395",,126.75,38.85,"395"
"396",,126.8,38.85,"396"
"397",,126.85,38.85,"397"
"398",,126.9,38.85,"398"
"399",,126.95,38.85,"399"
"400",,127,38.85,"400"
"401",,127.05,38.85,"401"
"402",,127.1,38.85,"402"
"403",,127.15,38.85,"403"
"404",,127.2,38.85,"404"
"405",,127.25,38.85,"405"
"406",,127.3,38.85,"406"
"407",,127.35,38.85,"407"
"408",,127.4,38.85,"408"
"409",,127.45,38.85,"409"
"410",,127.5,38.85,"410"
"411",,127.55,38.85,"411"
"412",,127.6,38.85,"412"
"413",,127.65,38.85,"413"
"414",,127.7,38.85,"414"
"415",,127.75,38.85,"415"
"416",,127.8,38.85,"416"
"417",,127.85,38.85,"417"
"418",,127.9,38.85,"418"
"419",,127.95,38.85,"419"
"420",,128,38.85,"420"
"421",,128.05,38.85,"421"
"422",,128.1,38.85,"422"
"423",,128.15,38.85,"423"
"424",,128.2,38.85,"424"
"425",,128.25,38.85,"425"
"426",,128.3,38.85,"426"
"427",,128.35,38.85,"427"
"428",,128.4,38.85,"428"
"429",,128.45,38.85,"429"
"430",,128.5,38.85,"430"
"431",,128.55,38.85,"431"
"432",,128.6,38.85,"432"
"433",,128.65,38.85,"433"
"434",,128.7,38.85,"434"
"435",,128.75,38.85,"435"
"436",,128.8,38.85,"436"
"437",,128.85,38.85,"437"
"438",,128.9,38.85,"438"
"439",,128.95,38.85,"439"
"440",,129,38.85,"440"
"441",,129.05,38.85,"441"
"442",,129.1,38.85,"442"
"443",,129.15,38.85,"443"
"444",,129.2,38.85,"444"
"445",,129.25,38.85,"445"
"446",,129.3,38.85,"446"
"447",,129.35,38.85,"447"
"448",,129.4,38.85,"448"
"449",,129.45,38.85,"449"
"450",,129.5,38.85,"450"
"451",,129.55,38.85,"451"
"452",,129.6,38.85,"452"
"453",,129.65,38.85,"453"
"454",,129.7,38.85,"454"
"455",,129.75,38.85,"455"
"456",,129.8,38.85,"456"
"457",,129.85,38.85,"457"
"458",,129.9,38.85,"458"
"459",,129.95,38.85,"459"
"460",,130,38.85,"460"
"461",,130.05,38.85,"461"
"462",,130.1,38.85,"462"
"463",,130.15,38.85,"463"
"464",,130.2,38.85,"464"
"465",,130.25,38.85,"465"
"466",,130.3,38.85,"466"
"467",,130.35,38.85,"467"
"468",,130.4,38.85,"468"
"469",,130.45,38.85,"469"
"470",,130.5,38.85,"470"
"471",,130.55,38.85,"471"
"472",,130.6,38.85,"472"
"473",,130.65,38.85,"473"
"474",,130.7,38.85,"474"
"475",,130.75,38.85,"475"
"476",,130.8,38.85,"476"
"477",,130.85,38.85,"477"
"478",,130.9,38.85,"478"
"479",,130.950000000001,38.85,"479"
"480",,125,38.8,"480"
"481",,125.05,38.8,"481"
"482",,125.1,38.8,"482"
"483",,125.15,38.8,"483"
"484",,125.2,38.8,"484"
"485",,125.25,38.8,"485"
"486",,125.3,38.8,"486"
"487",,125.35,38.8,"487"
"488",,125.4,38.8,"488"
"489",,125.45,38.8,"489"
"490",,125.5,38.8,"490"
"491",,125.55,38.8,"491"
"492",,125.6,38.8,"492"
"493",,125.65,38.8,"493"
"494",,125.7,38.8,"494"
"495",,125.75,38.8,"495"
"496",,125.8,38.8,"496"
"497",,125.85,38.8,"497"
"498",,125.9,38.8,"498"
"499",,125.95,38.8,"499"
"500",,126,38.8,"500"
"501",,126.05,38.8,"501"
"502",,126.1,38.8,"502"
"503",,126.15,38.8,"503"
"504",,126.2,38.8,"504"
"505",,126.25,38.8,"505"
"506",,126.3,38.8,"506"
"507",,126.35,38.8,"507"
"508",,126.4,38.8,"508"
"509",,126.45,38.8,"509"
"510",,126.5,38.8,"510"
"511",,126.55,38.8,"511"
"512",,126.6,38.8,"512"
"513",,126.65,38.8,"513"
"514",,126.7,38.8,"514"
"515",,126.75,38.8,"515"
"516",,126.8,38.8,"516"
"517",,126.85,38.8,"517"
"518",,126.9,38.8,"518"
"519",,126.95,38.8,"519"
"520",,127,38.8,"520"
"521",,127.05,38.8,"521"
"522",,127.1,38.8,"522"
"523",,127.15,38.8,"523"
"524",,127.2,38.8,"524"
"525",,127.25,38.8,"525"
"526",,127.3,38.8,"526"
"527",,127.35,38.8,"527"
"528",,127.4,38.8,"528"
"529",,127.45,38.8,"529"
"530",,127.5,38.8,"530"
"531",,127.55,38.8,"531"
"532",,127.6,38.8,"532"
"533",,127.65,38.8,"533"
"534",,127.7,38.8,"534"
"535",,127.75,38.8,"535"
"536",,127.8,38.8,"536"
"537",,127.85,38.8,"537"
"538",,127.9,38.8,"538"
"539",,127.95,38.8,"539"
"540",,128,38.8,"540"
"541",,128.05,38.8,"541"
"542",,128.1,38.8,"542"
"543",,128.15,38.8,"543"
"544",,128.2,38.8,"544"
"545",,128.25,38.8,"545"
"546",,128.3,38.8,"546"
"547",,128.35,38.8,"547"
"548",,128.4,38.8,"548"
"549",,128.45,38.8,"549"
"550",,128.5,38.8,"550"
"551",,128.55,38.8,"551"
"552",,128.6,38.8,"552"
"553",,128.65,38.8,"553"
"554",,128.7,38.8,"554"
"555",,128.75,38.8,"555"
"556",,128.8,38.8,"556"
"557",,128.85,38.8,"557"
"558",,128.9,38.8,"558"
"559",,128.95,38.8,"559"
"560",,129,38.8,"560"
"561",,129.05,38.8,"561"
"562",,129.1,38.8,"562"
"563",,129.15,38.8,"563"
"564",,129.2,38.8,"564"
"565",,129.25,38.8,"565"
"566",,129.3,38.8,"566"
"567",,129.35,38.8,"567"
"568",,129.4,38.8,"568"
"569",,129.45,38.8,"569"
"570",,129.5,38.8,"570"
"571",,129.55,38.8,"571"
"572",,129.6,38.8,"572"
"573",,129.65,38.8,"573"
"574",,129.7,38.8,"574"
"575",,129.75,38.8,"575"
"576",,129.8,38.8,"576"
"577",,129.85,38.8,"577"
"578",,129.9,38.8,"578"
"579",,129.95,38.8,"579"
"580",,130,38.8,"580"
"581",,130.05,38.8,"581"
"582",,130.1,38.8,"582"
"583",,130.15,38.8,"583"
"584",,130.2,38.8,"584"
"585",,130.25,38.8,"585"
"586",,130.3,38.8,"586"
"587",,130.35,38.8,"587"
"588",,130.4,38.8,"588"
"589",,130.45,38.8,"589"
"590",,130.5,38.8,"590"
"591",,130.55,38.8,"591"
"592",,130.6,38.8,"592"
"593",,130.65,38.8,"593"
"594",,130.7,38.8,"594"
"595",,130.75,38.8,"595"
"596",,130.8,38.8,"596"
"597",,130.85,38.8,"597"
"598",,130.9,38.8,"598"
"599",,130.950000000001,38.8,"599"
"600",,125,38.75,"600"
"601",,125.05,38.75,"601"
"602",,125.1,38.75,"602"
"603",,125.15,38.75,"603"
"604",,125.2,38.75,"604"
"605",,125.25,38.75,"605"
"606",,125.3,38.75,"606"
"607",,125.35,38.75,"607"
"608",,125.4,38.75,"608"
"609",,125.45,38.75,"609"
"610",,125.5,38.75,"610"
"611",,125.55,38.75,"611"
"612",,125.6,38.75,"612"
"613",,125.65,38.75,"613"
"614",,125.7,38.75,"614"
"615",,125.75,38.75,"615"
"616",,125.8,38.75,"616"
"617",,125.85,38.75,"617"
"618",,125.9,38.75,"618"
"619",,125.95,38.75,"619"
"620",,126,38.75,"620"
"621",,126.05,38.75,"621"
"622",,126.1,38.75,"622"
"623",,126.15,38.75,"623"
"624",,126.2,38.75,"624"
"625",,126.25,38.75,"625"
"626",,126.3,38.75,"626"
"627",,126.35,38.75,"627"
"628",,126.4,38.75,"628"
"629",,126.45,38.75,"629"
"630",,126.5,38.75,"630"
"631",,126.55,38.75,"631"
"632",,126.6,38.75,"632"
"633",,126.65,38.75,"633"
"634",,126.7,38.75,"634"
"635",,126.75,38.75,"635"
"636",,126.8,38.75,"636"
"637",,126.85,38.75,"637"
"638",,126.9,38.75,"638"
"639",,126.95,38.75,"639"
"640",,127,38.75,"640"
"641",,127.05,38.75,"641"
"642",,127.1,38.75,"642"
"643",,127.15,38.75,"643"
"644",,127.2,38.75,"644"
"645",,127.25,38.75,"645"
"646",,127.3,38.75,"646"
"647",,127.35,38.75,"647"
"648",,127.4,38.75,"648"
"649",,127.45,38.75,"649"
"650",,127.5,38.75,"650"
"651",,127.55,38.75,"651"
"652",,127.6,38.75,"652"
"653",,127.65,38.75,"653"
"654",,127.7,38.75,"654"
"655",,127.75,38.75,"655"
"656",,127.8,38.75,"656"
"657",,127.85,38.75,"657"
"658",,127.9,38.75,"658"
"659",,127.95,38.75,"659"
"660",,128,38.75,"660"
"661",,128.05,38.75,"661"
"662",,128.1,38.75,"662"
"663",,128.15,38.75,"663"
"664",,128.2,38.75,"664"
"665",,128.25,38.75,"665"
"666",,128.3,38.75,"666"
"667",,128.35,38.75,"667"
"668",,128.4,38.75,"668"
"669",,128.45,38.75,"669"
"670",,128.5,38.75,"670"
"671",,128.55,38.75,"671"
"672",,128.6,38.75,"672"
"673",,128.65,38.75,"673"
"674",,128.7,38.75,"674"
"675",,128.75,38.75,"675"
"676",,128.8,38.75,"676"
"677",,128.85,38.75,"677"
"678",,128.9,38.75,"678"
"679",,128.95,38.75,"679"
"680",,129,38.75,"680"
"681",,129.05,38.75,"681"
"682",,129.1,38.75,"682"
"683",,129.15,38.75,"683"
"684",,129.2,38.75,"684"
"685",,129.25,38.75,"685"
"686",,129.3,38.75,"686"
"687",,129.35,38.75,"687"
"688",,129.4,38.75,"688"
"689",,129.45,38.75,"689"
"690",,129.5,38.75,"690"
"691",,129.55,38.75,"691"
"692",,129.6,38.75,"692"
"693",,129.65,38.75,"693"
"694",,129.7,38.75,"694"
"695",,129.75,38.75,"695"
"696",,129.8,38.75,"696"
"697",,129.85,38.75,"697"
"698",,129.9,38.75,"698"
"699",,129.95,38.75,"699"
"700",,130,38.75,"700"
"701",,130.05,38.75,"701"
"702",,130.1,38.75,"702"
"703",,130.15,38.75,"703"
"704",,130.2,38.75,"704"
"705",,130.25,38.75,"705"
"706",,130.3,38.75,"706"
"707",,130.35,38.75,"707"
"708",,130.4,38.75,"708"
"709",,130.45,38.75,"709"
"710",,130.5,38.75,"710"
"711",,130.55,38.75,"711"
"712",,130.6,38.75,"712"
"713",,130.65,38.75,"713"
"714",,130.7,38.75,"714"
"715",,130.75,38.75,"715"
"716",,130.8,38.75,"716"
"717",,130.85,38.75,"717"
"718",,130.9,38.75,"718"
"719",,130.950000000001,38.75,"719"
"720",,125,38.7,"720"
"721",,125.05,38.7,"721"
"722",,125.1,38.7,"722"
"723",,125.15,38.7,"723"
"724",,125.2,38.7,"724"
"725",,125.25,38.7,"725"
"726",,125.3,38.7,"726"
"727",,125.35,38.7,"727"
"728",,125.4,38.7,"728"
"729",,125.45,38.7,"729"
"730",,125.5,38.7,"730"
"731",,125.55,38.7,"731"
"732",,125.6,38.7,"732"
"733",,125.65,38.7,"733"
"734",,125.7,38.7,"734"
"735",,125.75,38.7,"735"
"736",,125.8,38.7,"736"
"737",,125.85,38.7,"737"
"738",,125.9,38.7,"738"
"739",,125.95,38.7,"739"
"740",,126,38.7,"740"
"741",,126.05,38.7,"741"
"742",,126.1,38.7,"742"
"743",,126.15,38.7,"743"
"744",,126.2,38.7,"744"
"745",,126.25,38.7,"745"
"746",,126.3,38.7,"746"
"747",,126.35,38.7,"747"
"748",,126.4,38.7,"748"
"749",,126.45,38.7,"749"
"750",,126.5,38.7,"750"
"751",,126.55,38.7,"751"
"752",,126.6,38.7,"752"
"753",,126.65,38.7,"753"
"754",,126.7,38.7,"754"
"755",,126.75,38.7,"755"
"756",,126.8,38.7,"756"
"757",,126.85,38.7,"757"
"758",,126.9,38.7,"758"
"759",,126.95,38.7,"759"
"760",,127,38.7,"760"
"761",,127.05,38.7,"761"
"762",,127.1,38.7,"762"
"763",,127.15,38.7,"763"
"764",,127.2,38.7,"764"
"765",,127.25,38.7,"765"
"766",,127.3,38.7,"766"
"767",,127.35,38.7,"767"
"768",,127.4,38.7,"768"
"769",,127.45,38.7,"769"
"770",,127.5,38.7,"770"
"771",,127.55,38.7,"771"
"772",,127.6,38.7,"772"
"773",,127.65,38.7,"773"
"774",,127.7,38.7,"774"
"775",,127.75,38.7,"775"
"776",,127.8,38.7,"776"
"777",,127.85,38.7,"777"
"778",,127.9,38.7,"778"
"779",,127.95,38.7,"779"
"780",,128,38.7,"780"
"781",,128.05,38.7,"781"
"782",,128.1,38.7,"782"
"783",,128.15,38.7,"783"
"784",,128.2,38.7,"784"
"785",,128.25,38.7,"785"
"786",,128.3,38.7,"786"
"787",,128.35,38.7,"787"
"788",,128.4,38.7,"788"
"789",,128.45,38.7,"789"
"790",,128.5,38.7,"790"
"791",,128.55,38.7,"791"
"792",,128.6,38.7,"792"
"793",,128.65,38.7,"793"
"794",,128.7,38.7,"794"
"795",,128.75,38.7,"795"
"796",,128.8,38.7,"796"
"797",,128.85,38.7,"797"
"798",,128.9,38.7,"798"
"799",,128.95,38.7,"799"
"800",,129,38.7,"800"
"801",,129.05,38.7,"801"
"802",,129.1,38.7,"802"
"803",,129.15,38.7,"803"
"804",,129.2,38.7,"804"
"805",,129.25,38.7,"805"
"806",,129.3,38.7,"806"
"807",,129.35,38.7,"807"
"808",,129.4,38.7,"808"
"809",,129.45,38.7,"809"
"810",,129.5,38.7,"810"
"811",,129.55,38.7,"811"
"812",,129.6,38.7,"812"
"813",,129.65,38.7,"813"
"814",,129.7,38.7,"814"
"815",,129.75,38.7,"815"
"816",,129.8,38.7,"816"
"817",,129.85,38.7,"817"
"818",,129.9,38.7,"818"
"819",,129.95,38.7,"819"
"820",,130,38.7,"820"
"821",,130.05,38.7,"821"
"822",,130.1,38.7,"822"
"823",,130.15,38.7,"823"
"824",,130.2,38.7,"824"
"825",,130.25,38.7,"825"
"826",,130.3,38.7,"826"
"827",,130.35,38.7,"827"
"828",,130.4,38.7,"828"
"829",,130.45,38.7,"829"
"830",,130.5,38.7,"830"
"831",,130.55,38.7,"831"
"832",,130.6,38.7,"832"
"833",,130.65,38.7,"833"
"834",,130.7,38.7,"834"
"835",,130.75,38.7,"835"
"836",,130.8,38.7,"836"
"837",,130.85,38.7,"837"
"838",,130.9,38.7,"838"
"839",,130.950000000001,38.7,"839"
"840",,125,38.65,"840"
"841",,125.05,38.65,"841"
"842",,125.1,38.65,"842"
"843",,125.15,38.65,"843"
"844",,125.2,38.65,"844"
"845",,125.25,38.65,"845"
"846",,125.3,38.65,"846"
"847",,125.35,38.65,"847"
"848",,125.4,38.65,"848"
"849",,125.45,38.65,"849"
"850",,125.5,38.65,"850"
"851",,125.55,38.65,"851"
"852",,125.6,38.65,"852"
"853",,125.65,38.65,"853"
"854",,125.7,38.65,"854"
"855",,125.75,38.65,"855"
"856",,125.8,38.65,"856"
"857",,125.85,38.65,"857"
"858",,125.9,38.65,"858"
"859",,125.95,38.65,"859"
"860",,126,38.65,"860"
"861",,126.05,38.65,"861"
"862",,126.1,38.65,"862"
"863",,126.15,38.65,"863"
"864",,126.2,38.65,"864"
"865",,126.25,38.65,"865"
"866",,126.3,38.65,"866"
"867",,126.35,38.65,"867"
"868",,126.4,38.65,"868"
"869",,126.45,38.65,"869"
"870",,126.5,38.65,"870"
"871",,126.55,38.65,"871"
"872",,126.6,38.65,"872"
"873",,126.65,38.65,"873"
"874",,126.7,38.65,"874"
"875",,126.75,38.65,"875"
"876",,126.8,38.65,"876"
"877",,126.85,38.65,"877"
"878",,126.9,38.65,"878"
"879",,126.95,38.65,"879"
"880",,127,38.65,"880"
"881",,127.05,38.65,"881"
"882",,127.1,38.65,"882"
"883",,127.15,38.65,"883"
"884",,127.2,38.65,"884"
"885",,127.25,38.65,"885"
"886",,127.3,38.65,"886"
"887",,127.35,38.65,"887"
"888",,127.4,38.65,"888"
"889",,127.45,38.65,"889"
"890",,127.5,38.65,"890"
"891",,127.55,38.65,"891"
"892",,127.6,38.65,"892"
